"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Williams J.J.; Kim J.; Rafferty A.; Maldonado S.; Gajos K.Z.; Lasecki W.S.; Heffernan N.","Williams, Joseph Jay (56159570600); Kim, Juho (58305788800); Rafferty, Anna (42361506800); Maldonado, Samuel (56159955100); Gajos, Krzysztof Z. (8375653300); Lasecki, Walter S. (54383728900); Heffernan, Neil (14041775100)","56159570600; 58305788800; 42361506800; 56159955100; 8375653300; 54383728900; 14041775100","AXIS: Generating explanations at scale with learnersourcing and machine learning","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","379","388","9","106","10.1145/2876034.2876042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021654&doi=10.1145%2f2876034.2876042&partnerID=40&md5=358a5e6eff5bb11eccd276943571b0b2","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84970021654"
"Uchidiuno J.; Hammer J.; Yarzebinski E.; Koedinger K.R.; Ogan A.","Uchidiuno, Judith (57189377714); Hammer, Jessica (56597500700); Yarzebinski, Evelyn (40662162300); Koedinger, Kenneth R. (6603678234); Ogan, Amy (22433477900)","57189377714; 56597500700; 40662162300; 6603678234; 22433477900","Characterizing ELL students' behavior during mooc videos using content type","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","185","188","3","5","10.1145/3051457.3053981","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018400613&doi=10.1145%2f3051457.3053981&partnerID=40&md5=5cb434507b47ef71bcbcb76eb4b7eebc","Conference paper","Final","","Scopus","2-s2.0-85018400613"
"Fredericks C.; Lopez G.; Shnayder V.; Rayyan S.; Seaton D.","Fredericks, Colin (56145370000); Lopez, Glenn (57189381406); Shnayder, Victor (9039418800); Rayyan, Saif (36994741800); Seaton, Daniel (15042760500)","56145370000; 57189381406; 9039418800; 36994741800; 15042760500","Instructor dashboards in edX","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","335","336","1","4","10.1145/2876034.2893405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970027759&doi=10.1145%2f2876034.2893405&partnerID=40&md5=18d73781a83aebbe33ddfe47c259ad15","Conference paper","Final","","Scopus","2-s2.0-84970027759"
"Sottilare R.A.; Long R.A.; Goldberg B.S.","Sottilare, Robert A. (6506196843); Long, Rodney A. (55392489900); Goldberg, Benjamin S. (56808124700)","6506196843; 55392489900; 56808124700","Enhancing the experience application program interface (xAPI) to improve domain competency modeling for adaptive instruction","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","265","268","3","11","10.1145/3051457.3054001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018377991&doi=10.1145%2f3051457.3054001&partnerID=40&md5=3e77ed0a6e42e3f5192ceef5ffefcaa5","Conference paper","Final","","Scopus","2-s2.0-85018377991"
"Bakharia A.","Bakharia, Aneesha (35483119700)","35483119700","Towards cross-domain MOOC forum post classification","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","253","256","3","36","10.1145/2876034.2893427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021252&doi=10.1145%2f2876034.2893427&partnerID=40&md5=19beb81536bb2bd346f4d208f57ee080","Conference paper","Final","","Scopus","2-s2.0-84970021252"
"Martin T.; Brasiel S.; Jeong S.; Close K.; Lawanto K.; Janisciewcz P.","Martin, Taylor (57197249310); Brasiel, Sarah (57189192866); Jeong, Soojeong (57195682864); Close, Kevin (57199226802); Lawanto, Kevin (56260790200); Janisciewcz, Phil (55657912100)","57197249310; 57189192866; 57195682864; 57199226802; 56260790200; 55657912100","Macro data for micro learning: Developing the FUN! Tool for automated assessment of learning","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","233","236","3","4","10.1145/2876034.2893422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969972231&doi=10.1145%2f2876034.2893422&partnerID=40&md5=a3a7f1b6f1986252008d1f36407d5b93","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84969972231"
"Farasat A.; Nikolaev A.; Miller S.; Gopalsamy R.","Farasat, Alireza (34167643600); Nikolaev, Alexander (24076936000); Miller, Suzanne (26640538400); Gopalsamy, Rahul (57194037151)","34167643600; 24076936000; 26640538400; 57194037151","CROWDLEARNING: Towards collaborative problem-posing at scale","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","221","224","3","19","10.1145/3051457.3053990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018381506&doi=10.1145%2f3051457.3053990&partnerID=40&md5=d033e688027e0d493c88e5ff115c19a3","Conference paper","Final","","Scopus","2-s2.0-85018381506"
"Ruiperez-Valiente J.A.; Alexandron G.; Chen Z.; Pritchard D.E.","Ruiperez-Valiente, Jose A. (56013933500); Alexandron, Giora (8945106100); Chen, Zhongzhou (7409482654); Pritchard, David E. (7201794914)","56013933500; 8945106100; 7409482654; 7201794914","Using multiple accounts for harvesting solutions in MOOCs","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","63","70","7","26","10.1145/2876034.2876037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970031391&doi=10.1145%2f2876034.2876037&partnerID=40&md5=9871c14ac68b35b825a851a3e1717286","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84970031391"
"Díaz H.J.P.; Ruiz J.S.; Ruiperez-Valiente J.A.; Muñoz-Merino P.J.; Kloos C.D.","Díaz, Hector J. Pijeira (56912277900); Ruiz, Javier Santofimia (56911624700); Ruiperez-Valiente, Jose A. (56013933500); Muñoz-Merino, Pedro J. (15136847800); Kloos, Carlos Delgado (56997681300)","56912277900; 56911624700; 56013933500; 15136847800; 56997681300","A demonstration of ANALYSE: A learning analytics tool for open edX","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","329","330","1","6","10.1145/2876034.2893402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969961771&doi=10.1145%2f2876034.2893402&partnerID=40&md5=f8eb48cf700bd8f25c1c650d7c73d869","Conference paper","Final","","Scopus","2-s2.0-84969961771"
"Iniesto F.; McAndrew P.; Minocha S.; Coughlan T.","Iniesto, Francisco (56521566900); McAndrew, Patrick (9336386500); Minocha, Shailey (7003599195); Coughlan, Tim (14035245400)","56521566900; 9336386500; 7003599195; 14035245400","What are the expectations of disabled learners when participating in a MOOC?","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","225","228","3","12","10.1145/3051457.3053991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018380894&doi=10.1145%2f3051457.3053991&partnerID=40&md5=648a84cde2a219d5abe08c08dc2905e6","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85018380894"
"Romero C.; Cerezo R.; Espino J.A.; Bermudez M.","Romero, Cristóbal (55865135900); Cerezo, Rebeca (26649747300); Espino, Jose Antonio (57189380434); Bermudez, Manuel (57189379173)","55865135900; 26649747300; 57189380434; 57189379173","Using Android Wear for avoiding procrastination behaviours in MOOCs","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","193","196","3","3","10.1145/2876034.2893412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969960040&doi=10.1145%2f2876034.2893412&partnerID=40&md5=2e587bf1c23b2ef62d3d303d163485d8","Conference paper","Final","","Scopus","2-s2.0-84969960040"
"O'Rourke E.; Peach E.; Dweck C.S.; Popović Z.","O'Rourke, Eleanor (36447934500); Peach, Erin (57189386236); Dweck, Carol S. (7004613973); Popović, Zoran (35176314800)","36447934500; 57189386236; 7004613973; 35176314800","Brain points: A deeper look at a growth mindset incentive structure for an educational game","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","41","50","9","25","10.1145/2876034.2876040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969983764&doi=10.1145%2f2876034.2876040&partnerID=40&md5=5443e8b6c4e8ba3dd24c49effa7a2a43","Conference paper","Final","","Scopus","2-s2.0-84969983764"
"Grover S.; Bienkowski M.; Niekrasz J.; Hauswirth M.","Grover, Shuchi (55606048500); Bienkowski, Marie (7004574232); Niekrasz, John (8260932800); Hauswirth, Matthias (6701681841)","55606048500; 7004574232; 8260932800; 6701681841","Assessing problem-solving process at scale","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","245","248","3","10","10.1145/2876034.2893425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969961777&doi=10.1145%2f2876034.2893425&partnerID=40&md5=759363801e6872793f091ab85a482edc","Conference paper","Final","","Scopus","2-s2.0-84969961777"
"Kotturi Y.; Du A.; Klemmer S.; Kulkarni C.","Kotturi, Yasmine (56598089900); Du, Andrew (57194046185); Klemmer, Scott (6603250689); Kulkarni, Chinmay (36651262600)","56598089900; 57194046185; 6603250689; 36651262600","Long-Term peer reviewing effort is anti-reciprocal","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","279","282","3","8","10.1145/3051457.3054004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018401592&doi=10.1145%2f3051457.3054004&partnerID=40&md5=e7f890dc73a609eafd32e8d95deb426c","Conference paper","Final","","Scopus","2-s2.0-85018401592"
"Johanes P.","Johanes, Petr (55793825700)","55793825700","Epistemic cognition: A promising and necessaryconstruct for enrichinglarge-scale online learning analysis","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","61","69","8","7","10.1145/3051457.3051462","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018394549&doi=10.1145%2f3051457.3051462&partnerID=40&md5=c02e95c9716f63422048dfa061c4990b","Conference paper","Final","","Scopus","2-s2.0-85018394549"
"Cummins S.; Beresford A.R.; Davies I.; Rice A.","Cummins, Stephen (56853273800); Beresford, Alastair R. (7003911565); Davies, Ian (35301574800); Rice, Andrew (14036315700)","56853273800; 7003911565; 35301574800; 14036315700","Supporting scalable data sharing in online education","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","97","100","3","2","10.1145/2876034.2893376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021185&doi=10.1145%2f2876034.2893376&partnerID=40&md5=2cd22b45576a3c23b152ddeeccef3b3e","Conference paper","Final","","Scopus","2-s2.0-84970021185"
"Feng M.; Roschelle J.","Feng, Mingyu (13007773500); Roschelle, Jeremy (6603548311)","13007773500; 6603548311","Predicting students' standardized test scores using online homework","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","213","216","3","3","10.1145/2876034.2893417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970046082&doi=10.1145%2f2876034.2893417&partnerID=40&md5=d7090de8e9acfdcd0847a34db0d81f2c","Conference paper","Final","","Scopus","2-s2.0-84970046082"
"Geigle C.; Zhai C.; Ferguson D.","Geigle, Chase (55637377400); Zhai, Chengxiang (35232046000); Ferguson, Duncan (7402014469)","55637377400; 35232046000; 7402014469","An exploration of automated grading of complex assignments","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","351","360","9","15","10.1145/2876034.2876049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969988668&doi=10.1145%2f2876034.2876049&partnerID=40&md5=8ca6534889e4b3589515189e48f9af45","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84969988668"
"Gallagher S.E.; Savage T.","Gallagher, Silvia Elena (55485342400); Savage, Timothy (35491654500)","55485342400; 35491654500","Observing URL sharing behaviour in Massive Online Open Courses","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","129","132","3","0","10.1145/2876034.2893387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969980381&doi=10.1145%2f2876034.2893387&partnerID=40&md5=1fc929f6c04d0eaafbaba1a5d88c035c","Conference paper","Final","","Scopus","2-s2.0-84969980381"
"Zheng S.; Han K.; Rosson M.B.; Carroll J.M.","Zheng, Saijing (55270186100); Han, Kyungsik (55841212800); Rosson, Mary Beth (7003266859); Carroll, John M. (7402034833)","55270186100; 55841212800; 7003266859; 7402034833","The role of social media in MOOCs: How to use social media to enhance student retention","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","419","428","9","34","10.1145/2876034.2876047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969963787&doi=10.1145%2f2876034.2876047&partnerID=40&md5=5a350cd323ab3db12bc407f1fe906452","Conference paper","Final","","Scopus","2-s2.0-84969963787"
"Kolhe P.; Littman M.L.; Isbell C.L.","Kolhe, Pushkar (36463853000); Littman, Michael L. (7006510438); Isbell, Charles L. (6602829236)","36463853000; 7006510438; 6602829236","Peer reviewing short answers using comparative judgement","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","241","244","3","7","10.1145/2876034.2893424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970016053&doi=10.1145%2f2876034.2893424&partnerID=40&md5=6f5a87a380856c7ad37c502862d70d21","Conference paper","Final","","Scopus","2-s2.0-84970016053"
"Geigle C.; Zhai C.","Geigle, Chase (55637377400); Zhai, Chengxiang (35232046000)","55637377400; 35232046000","Scaling up online question answering via similar question retrieval","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","257","260","3","3","10.1145/2876034.2893428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969961888&doi=10.1145%2f2876034.2893428&partnerID=40&md5=1d004a1dc9fba04a68d7c821b12fb66b","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84969961888"
"Gal L.; Hershkovitz A.; Morán A.E.; Guenaga M.; Garaizar P.","Gal, Lilach (57194028259); Hershkovitz, Arnon (35261985800); Morán, Andoni Eguíluz (25960749800); Guenaga, Mariluz (14522740000); Garaizar, Pablo (36185549200)","57194028259; 35261985800; 25960749800; 14522740000; 36185549200","Suggesting a log-based creativity measurement for online programming learning environment","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","273","277","4","11","10.1145/3051457.3054003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018390213&doi=10.1145%2f3051457.3054003&partnerID=40&md5=d3ed91478fd99a1e08a8773c3751044e","Conference paper","Final","","Scopus","2-s2.0-85018390213"
"Lee S.; Kimn A.; Chen Z.; Paul A.; Pritchard D.","Lee, Sunbok (57192521363); Kimn, Alex (57194039586); Chen, Zhengzhou (7409482654); Paul, Andrew (57194046826); Pritchard, David (7201794914)","57192521363; 57194039586; 7409482654; 57194046826; 7201794914","Factor analysis reveals student thinking using the mechanics reasoning inventory","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","197","200","3","2","10.1145/3051457.3053984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018389198&doi=10.1145%2f3051457.3053984&partnerID=40&md5=92d8e5cd41ca811d48fd9805b3f221c0","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85018389198"
"Pardos Z.A.; Tang S.; Davis D.; Vu Le C.","Pardos, Zachary A. (23091281300); Tang, Steven (56145020700); Davis, Daniel (57189390673); Vu Le, Christopher (57194042244)","23091281300; 56145020700; 57189390673; 57194042244","Enabling real-Time adaptivity in MOOCs with a personalized next-step recommendation framework","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","23","32","9","56","10.1145/3051457.3051471","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018368390&doi=10.1145%2f3051457.3051471&partnerID=40&md5=6415f0efd63bab9171c68ae3dc40f8e8","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85018368390"
"Gelman B.U.; Beckley C.; Johri A.; Domeniconi C.; Yang S.","Gelman, Ben U. (57213016974); Beckley, Chris (56597999600); Johri, Aditya (25655003800); Domeniconi, Carlotta (6603376938); Yang, Seungwon (15048968900)","57213016974; 56597999600; 25655003800; 6603376938; 15048968900","Online urbanism: Interest-based subcultures as drivers of informal learning in an online community","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","21","30","9","11","10.1145/2876034.2876052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970007066&doi=10.1145%2f2876034.2876052&partnerID=40&md5=be9ed4a0151a5e4a435316252b2605dc","Conference paper","Final","","Scopus","2-s2.0-84970007066"
"Sanchez-Santillan M.; Puerto Paule-Ruiz M.; Cerezo R.; Carlos Nuñez J.","Sanchez-Santillan, Miguel (56119060800); Puerto Paule-Ruiz, M. (56700245500); Cerezo, Rebeca (26649747300); Carlos Nuñez, J. (56119064400)","56119060800; 56700245500; 26649747300; 56119064400","Predicting students' performance: Incremental interaction classifiers","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","217","220","3","8","10.1145/2876034.2893418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970004032&doi=10.1145%2f2876034.2893418&partnerID=40&md5=8eb565957d1c078e6c294f65d5509a2c","Conference paper","Final","","Scopus","2-s2.0-84970004032"
"Wang Z.; Zhu J.; Li X.; Hu Z.; Zhang M.","Wang, Zhuo (56912689500); Zhu, Jile (56597047000); Li, Xiang (57191545898); Hu, Zhiting (56272615700); Zhang, Ming (57193650715)","56912689500; 56597047000; 57191545898; 56272615700; 57193650715","Structured knowledge tracing models for student assessment on Coursera","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","209","212","3","28","10.1145/2876034.2893416","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970003065&doi=10.1145%2f2876034.2893416&partnerID=40&md5=5d81dabfcfdb833bb10bcf58308a77f9","Conference paper","Final","","Scopus","2-s2.0-84970003065"
"Lopez G.; Seaton D.T.; Ang A.; Tingley D.; Chuang I.","Lopez, Glenn (57189381406); Seaton, Daniel T. (15042760500); Ang, Andrew (57194044580); Tingley, Dustin (12446550300); Chuang, Isaac (7007024509)","57189381406; 15042760500; 57194044580; 12446550300; 7007024509","Google BigQuery for education: Framework for parsing and analyzing edX MOOC data","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","181","184","3","17","10.1145/3051457.3053980","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018405542&doi=10.1145%2f3051457.3053980&partnerID=40&md5=a9d6e642567b44bce17eeee1476910cf","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85018405542"
"Michalenko J.; Lan A.S.; Baraniuk R.G.","Michalenko, Joshua (57194040218); Lan, Andrew S. (55967012900); Baraniuk, Richard G. (35580714600)","57194040218; 55967012900; 35580714600","D.TRUMP: Data-mining textual responses to uncover misconception patterns","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","245","248","3","6","10.1145/3051457.3053996","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018369245&doi=10.1145%2f3051457.3053996&partnerID=40&md5=791271f65af908f0d1fdbaaf8cf1c1cf","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85018369245"
"Farrow E.; Dzikovska M.O.; Moore J.D.","Farrow, Elaine (25640587600); Dzikovska, Myroslava O. (6507425997); Moore, Johanna D. (7405248281)","25640587600; 6507425997; 7405248281","Beetle-grow: An effective intelligent tutoring system for data collection","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","177","180","3","1","10.1145/2876034.2893408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969964140&doi=10.1145%2f2876034.2893408&partnerID=40&md5=e55542e3587875f34858bd9c3654f12f","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84969964140"
"Vigentini L.; Zhao C.","Vigentini, Lorenzo (25961087900); Zhao, Catherine (57189384913)","25961087900; 57189384913","Evaluating the 'student' experience in MOOCs","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","161","164","3","9","10.1145/2876034.2893469","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970005806&doi=10.1145%2f2876034.2893469&partnerID=40&md5=4fc8d79e4ee861f0d83c309febe915b3","Conference paper","Final","","Scopus","2-s2.0-84970005806"
"Ju A.; Glassman E.; Fox A.","Ju, An (57189384059); Glassman, Elena (23975987900); Fox, Armando (35571093800)","57189384059; 23975987900; 35571093800","Teamscope: Scalable team evaluation via automated metric mining for communication, organization, execution, and evolution","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","249","252","3","2","10.1145/3051457.3053997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018387502&doi=10.1145%2f3051457.3053997&partnerID=40&md5=4c50e5b761f7117f89924f42ed53d8d7","Conference paper","Final","","Scopus","2-s2.0-85018387502"
"Kim S.; Kim J.W.; Park J.; Oh A.","Kim, Suin (39061438300); Kim, Jae Won (57013899900); Park, Jungkook (57189375800); Oh, Alice (35190968400)","39061438300; 57013899900; 57189375800; 35190968400","Elivate: A real-time assistant for students and lecturers as part of an online CS education platform","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","337","338","1","2","10.1145/2876034.2893406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970016652&doi=10.1145%2f2876034.2893406&partnerID=40&md5=7eef470d7fad44b96b7cf9dadaa12dfe","Conference paper","Final","","Scopus","2-s2.0-84970016652"
"Lewkow N.; Feild J.; Zimmerman N.; Riedesel M.; Essa A.; Boulanger D.; Seanosky J.; Kinshuk V.K.; Kode S.","Lewkow, Nicholas (55340451800); Feild, Jacqueline (57201722156); Zimmerman, Neil (57193766199); Riedesel, Mark (57189377905); Essa, Alfred (55330044600); Boulanger, David (56565054200); Seanosky, Jeremie (56565652000); Kinshuk, Vive Kumar (57201621048); Kode, Sandhya (36470543700)","55340451800; 57201722156; 57193766199; 57189377905; 55330044600; 56565054200; 56565652000; 57201621048; 36470543700","A scalable learning analytics platform for automated writing feedback","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","109","112","3","8","10.1145/2876034.2893380","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970024952&doi=10.1145%2f2876034.2893380&partnerID=40&md5=4361258c6f90388246287833f4c52a95","Conference paper","Final","","Scopus","2-s2.0-84970024952"
"Appiah-Kubi K.; Rowland D.","Appiah-Kubi, Kwamena (56035003000); Rowland, Duncan (7102182425)","56035003000; 7102182425","PEER support in MOOCs: The role of social presence","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","237","240","3","7","10.1145/2876034.2893423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970024830&doi=10.1145%2f2876034.2893423&partnerID=40&md5=a0ab1581c232caff96591aa9ee0024bb","Conference paper","Final","","Scopus","2-s2.0-84970024830"
"Kim S.; Park J.; Kim J.W.; Oh A.","Kim, Suin (39061438300); Park, Jungkook (57189375800); Kim, Jae Won (57013899900); Oh, Alice (35190968400)","39061438300; 57189375800; 57013899900; 35190968400","Elice: An online CS education platform to understand how students learn programming","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","225","228","3","10","10.1145/2876034.2893420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970016417&doi=10.1145%2f2876034.2893420&partnerID=40&md5=4d551addd3a5cca33618a57c94232cff","Conference paper","Final","","Scopus","2-s2.0-84970016417"
"Staubitz T.; Meinel C.","Staubitz, Thomas (56237871000); Meinel, Christoph (56187776800)","56237871000; 56187776800","Collaboration and teamwork on a MOOC platform a toolset","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","165","168","3","18","10.1145/3051457.3053975","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018393236&doi=10.1145%2f3051457.3053975&partnerID=40&md5=479dbbf40cb2af705a48ddac03fb26c6","Conference paper","Final","","Scopus","2-s2.0-85018393236"
"Cui Y.; Jin W.Q.; Wise A.F.","Cui, Yi (56597233100); Jin, Wan Qi (57190686838); Wise, Alyssa Friend (8301478000)","56597233100; 57190686838; 8301478000","Humans and machines together: Improving characterization of large scale online discussions through dynamic interrelated post and thread categorization (DIPTiC)","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","217","219","2","6","10.1145/3051457.3053989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018392940&doi=10.1145%2f3051457.3053989&partnerID=40&md5=9992ec07c07ff8ee139b24e4b588c670","Conference paper","Final","","Scopus","2-s2.0-85018392940"
"Van Der Sluis F.; Ginn J.; Van Der Zee T.","Van Der Sluis, Frans (35743909500); Ginn, Jasper (57189383661); Van Der Zee, Tim (57163561300)","35743909500; 57189383661; 57163561300","Explaining student behavior at scale: The influence of video complexity on student dwelling time","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","51","60","9","27","10.1145/2876034.2876051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970031417&doi=10.1145%2f2876034.2876051&partnerID=40&md5=64c6c8000b326af19add336cdf7a04fe","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84970031417"
"Whitehill J.; Seltzer M.","Whitehill, Jacob (24826006100); Seltzer, Margo (7102963606)","24826006100; 7102963606","A crowdsourcing approach to collecting tutorial videos -Toward personalized learning-at-scale","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","157","160","3","19","10.1145/3051457.3053973","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018377546&doi=10.1145%2f3051457.3053973&partnerID=40&md5=1600911db020d22132b652b0a8135bf9","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85018377546"
"Ferguson R.","Ferguson, Rebecca (36843894700)","36843894700","Learning at scale: Using an Evidence Hub to make sense of what we know","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","221","224","3","3","10.1145/2876034.2893419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969949551&doi=10.1145%2f2876034.2893419&partnerID=40&md5=f85d874abd1a8ad3441f5fb889c6e5a6","Conference paper","Final","","Scopus","2-s2.0-84969949551"
"Hossain Z.; Bumbacher E.; Blikstein P.; Riedel-Kruse I.","Hossain, Zahid (56640937100); Bumbacher, Engin (55250030200); Blikstein, Paulo (16229529400); Riedel-Kruse, Ingmar (22136039600)","56640937100; 55250030200; 16229529400; 22136039600","Authentic science inquiry learning at scale enabled by an interactive biology cloud experimentation lab","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","237","240","3","13","10.1145/3051457.3053994","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018414001&doi=10.1145%2f3051457.3053994&partnerID=40&md5=80e5c85b5ae09aa726b35810f1f6be80","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85018414001"
