,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID,Author 1 First Name,Author 1 Last Name,Author 1 ID,Author 2 First Name,Author 2 Last Name,Author 2 ID,Author 3 First Name,Author 3 Last Name,Author 3 ID,Author 4 First Name,Author 4 Last Name,Author 4 ID,Author 5 First Name,Author 5 Last Name,Author 5 ID,Author 6 First Name,Author 6 Last Name,Author 6 ID,Author 7 First Name,Author 7 Last Name,Author 7 ID,Author 8 First Name,Author 8 Last Name,Author 8 ID,Author 9 First Name,Author 9 Last Name,Author 9 ID,Author 10 First Name,Author 10 Last Name,Author 10 ID,Author 11 First Name,Author 11 Last Name,Author 11 ID,Author 12 First Name,Author 12 Last Name,Author 12 ID,Author 2 Affiliation,Author 2 Country,Author 3 Affiliation,Author 3 Country,Author 4 Affiliation,Author 4 Country,Author 5 Affiliation,Author 5 Country,Author 6 Affiliation,Author 6 Country,Author 7 Affiliation,Author 7 Country,Author 8 Affiliation,Author 8 Country,Author 9 Affiliation,Author 9 Country,Author 10 Affiliation,Author 10 Country,Author 11 Affiliation,Author 11 Country,Author 12 Affiliation,Author 12 Country
110,57189377884; 35183234600,TAPS: A MOSS extension for detecting software plagiarism at scale,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,285,288,3.0,15,10.1145/2876034.2893435,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970007077&doi=10.1145%2f2876034.2893435&partnerID=40&md5=b7e7bb7bfd90db9143b7ae3c0cff8875,Conference paper,Final,,Scopus,2-s2.0-84970007077,Dana,Sheahen,57189377884,David,Joyner,35183234600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,24341027000; 57189384414; 7006792691; 22036392500,Optimally discriminative choice sets in discrete choice models: Application to data-driven test design,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,149,152,3.0,0,10.1145/2876034.2893394,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970024093&doi=10.1145%2f2876034.2893394&partnerID=40&md5=5eceb6e2ed69771ce85ad07993a3c3de,Conference paper,Final,,Scopus,2-s2.0-84970024093,Igor,Labutov,24341027000,Kelvin,Luu,57189384414,Hod,Lipson,7006792691,Christoph,Studer,22036392500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,57194046269; 57199839343; 57194028898; 56597707600; 14041775100,Incorporating rich features into deep knowledge tracing,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,169,172,3.0,83,10.1145/3051457.3053976,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018371891&doi=10.1145%2f3051457.3053976&partnerID=40&md5=61b778451c2d1e41e6aa06394381e0b5,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85018371891,Liang,Zhang,57194046269,Xiaolu,Xiong,57199839343,Siyuan,Zhao,57194028898,Anthony,Botelho,56597707600,Neil T.,Heffernan,14041775100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,57189380941; 57189390673; 23392382200; 7006199386,Learning transfer: Does it take place in moocs? An investigation into the uptake of functional programming in practice,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,409,418,9.0,15,10.1145/2876034.2876035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969941472&doi=10.1145%2f2876034.2876035&partnerID=40&md5=1dc2ca15106b2ba8350235438d43834c,Conference paper,Final,,Scopus,2-s2.0-84969941472,Guanliang,Chen,57189380941,Dan,Davis,57189390673,Claudia,Hauff,23392382200,Geert-Jan,Houben,7006199386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,55657281000; 57194033164; 7403353347,Towards equal opportunities in MOOCs: Affirmation reduces gender & social-class achievement gaps in China,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,121,130,9.0,35,10.1145/3051457.3051460,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018407630&doi=10.1145%2f3051457.3051460&partnerID=40&md5=b4751eb1af21562696f007c3ee878e09,Conference paper,Final,,Scopus,2-s2.0-85018407630,René F.,Kizilcec,55657281000,Glenn M.,Davis,57194033164,Geoffrey L.,Cohen,7403353347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,18042058000; 57194039160; 57194044580; 57194034487; 12446550300; 56335679200,Designing adaptive assessments in MOOCs,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,233,236,3.0,13,10.1145/3051457.3053993,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018397462&doi=10.1145%2f3051457.3053993&partnerID=40&md5=3422c2e2026b65b48df2776cf4c07fa0,Conference paper,Final,,Scopus,2-s2.0-85018397462,Yigal,Rosen,18042058000,Ilia,Rushkin,57194039160,Andrew,Ang,57194044580,Colin,Federicks,57194034487,Dustin,Tingley,12446550300,Mary Jean,Blink,56335679200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,55632278700; 56597500700; 7005796597; 16031488000; 22433477900,"A preliminary look at MOOC-associated Facebook groups: Prevalence, geographic representation, and homophily",2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,205,208,3.0,4,10.1145/2876034.2893415,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970004003&doi=10.1145%2f2876034.2893415&partnerID=40&md5=5ed91a85449b4c784504e47ef9ca03b5,Conference paper,Final,,Scopus,2-s2.0-84970004003,Anna,Kasunic,55632278700,Jessica,Hammer,56597500700,Robert,Kraut,7005796597,Michael,Massimi,16031488000,Amy,Ogan,22433477900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,55883417000; 35785827100; 7005675226,Mobilizing the crowd to create an open repository of research talks,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,311,314,3.0,0,10.1145/3051457.3054012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018405216&doi=10.1145%2f3051457.3054012&partnerID=40&md5=9a301e1e4908567b294d8aae528a8eb8,Conference paper,Final,,Scopus,2-s2.0-85018405216,Rajan,Vaish,55883417000,Sharad,Goel,35785827100,Amin,Saberi,7005675226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,35183234600; 7201830074; 6602829236,The unexpected pedagogical benefits of making higher education accessible,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,117,120,3.0,15,10.1145/2876034.2893383,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969949631&doi=10.1145%2f2876034.2893383&partnerID=40&md5=ce76dfb387f4f900ae4b192d5e76864a,Conference paper,Final,,Scopus,2-s2.0-84969949631,David,Joyner,35183234600,Ashok K.,Goel,7201830074,Charles,Isbell,6602829236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,36809595300; 57004891700; 6701816876,LINK-REPORT: Outcome analysis of informal learning at scale,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,173,176,3.0,0,10.1145/2876034.2893407,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969951835&doi=10.1145%2f2876034.2893407&partnerID=40&md5=3f6b87b414809c90aa1748ec852b512f,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84969951835,Xiang,Fu,36809595300,Tyler,Befferman,57004891700,M.D.,Burghardt,6701816876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,56259336500; 36651262600,$1 conversational turn detector: Measuring how video conversations affect student learning in online classes,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,81,88,7.0,5,10.1145/2876034.2876048,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969962395&doi=10.1145%2f2876034.2876048&partnerID=40&md5=10d4b9068c2cb60084629c03ee06ec2a,Conference paper,Final,,Scopus,2-s2.0-84969962395,Adam,Stankiewicz,56259336500,Chinmay,Kulkarni,36651262600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,24722315700; 57189389107; 7406355852,An investigation of the effects of online test strategy on students' learning behaviors,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,281,284,3.0,2,10.1145/2876034.2893434,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970016197&doi=10.1145%2f2876034.2893434&partnerID=40&md5=6bc38c6ffdece2600fc7e4ac39f0ae0e,Conference paper,Final,,Scopus,2-s2.0-84970016197,Tzu Chi,Yang,24722315700,Dai Ling,Shih,57189389107,Meng Chang,Chen,7406355852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,56159570600; 58305788800; 42361506800; 56159955100; 8375653300; 54383728900; 14041775100,AXIS: Generating explanations at scale with learnersourcing and machine learning,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,379,388,9.0,106,10.1145/2876034.2876042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021654&doi=10.1145%2f2876034.2876042&partnerID=40&md5=358a5e6eff5bb11eccd276943571b0b2,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84970021654,Joseph Jay,Williams,56159570600,Juho,Kim,58305788800,Anna,Rafferty,42361506800,Samuel,Maldonado,56159955100,Krzysztof Z.,Gajos,8375653300,Walter S.,Lasecki,54383728900,Neil,Heffernan,14041775100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,57189377714; 56597500700; 40662162300; 6603678234; 22433477900,Characterizing ELL students' behavior during mooc videos using content type,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,185,188,3.0,5,10.1145/3051457.3053981,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018400613&doi=10.1145%2f3051457.3053981&partnerID=40&md5=5cb434507b47ef71bcbcb76eb4b7eebc,Conference paper,Final,,Scopus,2-s2.0-85018400613,Judith,Uchidiuno,57189377714,Jessica,Hammer,56597500700,Evelyn,Yarzebinski,40662162300,Kenneth R.,Koedinger,6603678234,Amy,Ogan,22433477900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,56145370000; 57189381406; 9039418800; 36994741800; 15042760500,Instructor dashboards in edX,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,335,336,1.0,4,10.1145/2876034.2893405,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970027759&doi=10.1145%2f2876034.2893405&partnerID=40&md5=18d73781a83aebbe33ddfe47c259ad15,Conference paper,Final,,Scopus,2-s2.0-84970027759,Colin,Fredericks,56145370000,Glenn,Lopez,57189381406,Victor,Shnayder,9039418800,Saif,Rayyan,36994741800,Daniel,Seaton,15042760500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6506196843; 55392489900; 56808124700,Enhancing the experience application program interface (xAPI) to improve domain competency modeling for adaptive instruction,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,265,268,3.0,11,10.1145/3051457.3054001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018377991&doi=10.1145%2f3051457.3054001&partnerID=40&md5=3e77ed0a6e42e3f5192ceef5ffefcaa5,Conference paper,Final,,Scopus,2-s2.0-85018377991,Robert A.,Sottilare,6506196843,Rodney A.,Long,55392489900,Benjamin S.,Goldberg,56808124700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,35483119700,Towards cross-domain MOOC forum post classification,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,253,256,3.0,36,10.1145/2876034.2893427,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021252&doi=10.1145%2f2876034.2893427&partnerID=40&md5=19beb81536bb2bd346f4d208f57ee080,Conference paper,Final,,Scopus,2-s2.0-84970021252,Aneesha,Bakharia,35483119700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,57197249310; 57189192866; 57195682864; 57199226802; 56260790200; 55657912100,Macro data for micro learning: Developing the FUN! Tool for automated assessment of learning,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,233,236,3.0,4,10.1145/2876034.2893422,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969972231&doi=10.1145%2f2876034.2893422&partnerID=40&md5=a3a7f1b6f1986252008d1f36407d5b93,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84969972231,Taylor,Martin,57197249310,Sarah,Brasiel,57189192866,Soojeong,Jeong,57195682864,Kevin,Close,57199226802,Kevin,Lawanto,56260790200,Phil,Janisciewcz,55657912100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,34167643600; 24076936000; 26640538400; 57194037151,CROWDLEARNING: Towards collaborative problem-posing at scale,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,221,224,3.0,19,10.1145/3051457.3053990,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018381506&doi=10.1145%2f3051457.3053990&partnerID=40&md5=d033e688027e0d493c88e5ff115c19a3,Conference paper,Final,,Scopus,2-s2.0-85018381506,Alireza,Farasat,34167643600,Alexander,Nikolaev,24076936000,Suzanne,Miller,26640538400,Rahul,Gopalsamy,57194037151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,56013933500; 8945106100; 7409482654; 7201794914,Using multiple accounts for harvesting solutions in MOOCs,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,63,70,7.0,26,10.1145/2876034.2876037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970031391&doi=10.1145%2f2876034.2876037&partnerID=40&md5=9871c14ac68b35b825a851a3e1717286,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84970031391,Jose A.,Ruiperez-Valiente,56013933500,Giora,Alexandron,8945106100,Zhongzhou,Chen,7409482654,David E.,Pritchard,7201794914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,56912277900; 56911624700; 56013933500; 15136847800; 56997681300,A demonstration of ANALYSE: A learning analytics tool for open edX,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,329,330,1.0,6,10.1145/2876034.2893402,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969961771&doi=10.1145%2f2876034.2893402&partnerID=40&md5=f8eb48cf700bd8f25c1c650d7c73d869,Conference paper,Final,,Scopus,2-s2.0-84969961771,Hector J. Pijeira,Díaz,56912277900,Javier Santofimia,Ruiz,56911624700,Jose A.,Ruiperez-Valiente,56013933500,Pedro J.,Muñoz-Merino,15136847800,Carlos Delgado,Kloos,56997681300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,56521566900; 9336386500; 7003599195; 14035245400,What are the expectations of disabled learners when participating in a MOOC?,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,225,228,3.0,12,10.1145/3051457.3053991,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018380894&doi=10.1145%2f3051457.3053991&partnerID=40&md5=648a84cde2a219d5abe08c08dc2905e6,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85018380894,Francisco,Iniesto,56521566900,Patrick,McAndrew,9336386500,Shailey,Minocha,7003599195,Tim,Coughlan,14035245400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,55865135900; 26649747300; 57189380434; 57189379173,Using Android Wear for avoiding procrastination behaviours in MOOCs,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,193,196,3.0,3,10.1145/2876034.2893412,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969960040&doi=10.1145%2f2876034.2893412&partnerID=40&md5=2e587bf1c23b2ef62d3d303d163485d8,Conference paper,Final,,Scopus,2-s2.0-84969960040,Cristóbal,Romero,55865135900,Rebeca,Cerezo,26649747300,Jose Antonio,Espino,57189380434,Manuel,Bermudez,57189379173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,36447934500; 57189386236; 7004613973; 35176314800,Brain points: A deeper look at a growth mindset incentive structure for an educational game,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,41,50,9.0,25,10.1145/2876034.2876040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969983764&doi=10.1145%2f2876034.2876040&partnerID=40&md5=5443e8b6c4e8ba3dd24c49effa7a2a43,Conference paper,Final,,Scopus,2-s2.0-84969983764,Eleanor,O'Rourke,36447934500,Erin,Peach,57189386236,Carol S.,Dweck,7004613973,Zoran,Popović,35176314800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,55606048500; 7004574232; 8260932800; 6701681841,Assessing problem-solving process at scale,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,245,248,3.0,10,10.1145/2876034.2893425,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969961777&doi=10.1145%2f2876034.2893425&partnerID=40&md5=759363801e6872793f091ab85a482edc,Conference paper,Final,,Scopus,2-s2.0-84969961777,Shuchi,Grover,55606048500,Marie,Bienkowski,7004574232,John,Niekrasz,8260932800,Matthias,Hauswirth,6701681841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,56598089900; 57194046185; 6603250689; 36651262600,Long-Term peer reviewing effort is anti-reciprocal,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,279,282,3.0,8,10.1145/3051457.3054004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018401592&doi=10.1145%2f3051457.3054004&partnerID=40&md5=e7f890dc73a609eafd32e8d95deb426c,Conference paper,Final,,Scopus,2-s2.0-85018401592,Yasmine,Kotturi,56598089900,Andrew,Du,57194046185,Scott,Klemmer,6603250689,Chinmay,Kulkarni,36651262600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,55793825700,Epistemic cognition: A promising and necessaryconstruct for enrichinglarge-scale online learning analysis,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,61,69,8.0,7,10.1145/3051457.3051462,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018394549&doi=10.1145%2f3051457.3051462&partnerID=40&md5=c02e95c9716f63422048dfa061c4990b,Conference paper,Final,,Scopus,2-s2.0-85018394549,Petr,Johanes,55793825700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,56853273800; 7003911565; 35301574800; 14036315700,Supporting scalable data sharing in online education,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,97,100,3.0,2,10.1145/2876034.2893376,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021185&doi=10.1145%2f2876034.2893376&partnerID=40&md5=2cd22b45576a3c23b152ddeeccef3b3e,Conference paper,Final,,Scopus,2-s2.0-84970021185,Stephen,Cummins,56853273800,Alastair R.,Beresford,7003911565,Ian,Davies,35301574800,Andrew,Rice,14036315700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,13007773500; 6603548311,Predicting students' standardized test scores using online homework,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,213,216,3.0,3,10.1145/2876034.2893417,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970046082&doi=10.1145%2f2876034.2893417&partnerID=40&md5=d7090de8e9acfdcd0847a34db0d81f2c,Conference paper,Final,,Scopus,2-s2.0-84970046082,Mingyu,Feng,13007773500,Jeremy,Roschelle,6603548311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,55637377400; 35232046000; 7402014469,An exploration of automated grading of complex assignments,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,351,360,9.0,15,10.1145/2876034.2876049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969988668&doi=10.1145%2f2876034.2876049&partnerID=40&md5=8ca6534889e4b3589515189e48f9af45,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84969988668,Chase,Geigle,55637377400,Chengxiang,Zhai,35232046000,Duncan,Ferguson,7402014469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,55485342400; 35491654500,Observing URL sharing behaviour in Massive Online Open Courses,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,129,132,3.0,0,10.1145/2876034.2893387,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969980381&doi=10.1145%2f2876034.2893387&partnerID=40&md5=1fc929f6c04d0eaafbaba1a5d88c035c,Conference paper,Final,,Scopus,2-s2.0-84969980381,Silvia Elena,Gallagher,55485342400,Timothy,Savage,35491654500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,55270186100; 55841212800; 7003266859; 7402034833,The role of social media in MOOCs: How to use social media to enhance student retention,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,419,428,9.0,34,10.1145/2876034.2876047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969963787&doi=10.1145%2f2876034.2876047&partnerID=40&md5=5a350cd323ab3db12bc407f1fe906452,Conference paper,Final,,Scopus,2-s2.0-84969963787,Saijing,Zheng,55270186100,Kyungsik,Han,55841212800,Mary Beth,Rosson,7003266859,John M.,Carroll,7402034833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,36463853000; 7006510438; 6602829236,Peer reviewing short answers using comparative judgement,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,241,244,3.0,7,10.1145/2876034.2893424,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970016053&doi=10.1145%2f2876034.2893424&partnerID=40&md5=6f5a87a380856c7ad37c502862d70d21,Conference paper,Final,,Scopus,2-s2.0-84970016053,Pushkar,Kolhe,36463853000,Michael L.,Littman,7006510438,Charles L.,Isbell,6602829236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,55637377400; 35232046000,Scaling up online question answering via similar question retrieval,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,257,260,3.0,3,10.1145/2876034.2893428,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969961888&doi=10.1145%2f2876034.2893428&partnerID=40&md5=1d004a1dc9fba04a68d7c821b12fb66b,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84969961888,Chase,Geigle,55637377400,Chengxiang,Zhai,35232046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,57194028259; 35261985800; 25960749800; 14522740000; 36185549200,Suggesting a log-based creativity measurement for online programming learning environment,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,273,277,4.0,11,10.1145/3051457.3054003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018390213&doi=10.1145%2f3051457.3054003&partnerID=40&md5=d3ed91478fd99a1e08a8773c3751044e,Conference paper,Final,,Scopus,2-s2.0-85018390213,Lilach,Gal,57194028259,Arnon,Hershkovitz,35261985800,Andoni Eguíluz,Morán,25960749800,Mariluz,Guenaga,14522740000,Pablo,Garaizar,36185549200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,57192521363; 57194039586; 7409482654; 57194046826; 7201794914,Factor analysis reveals student thinking using the mechanics reasoning inventory,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,197,200,3.0,2,10.1145/3051457.3053984,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018389198&doi=10.1145%2f3051457.3053984&partnerID=40&md5=92d8e5cd41ca811d48fd9805b3f221c0,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85018389198,Sunbok,Lee,57192521363,Alex,Kimn,57194039586,Zhengzhou,Chen,7409482654,Andrew,Paul,57194046826,David,Pritchard,7201794914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,23091281300; 56145020700; 57189390673; 57194042244,Enabling real-Time adaptivity in MOOCs with a personalized next-step recommendation framework,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,23,32,9.0,56,10.1145/3051457.3051471,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018368390&doi=10.1145%2f3051457.3051471&partnerID=40&md5=6415f0efd63bab9171c68ae3dc40f8e8,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85018368390,Zachary A.,Pardos,23091281300,Steven,Tang,56145020700,Daniel,Davis,57189390673,Christopher,Vu Le,57194042244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,57213016974; 56597999600; 25655003800; 6603376938; 15048968900,Online urbanism: Interest-based subcultures as drivers of informal learning in an online community,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,21,30,9.0,11,10.1145/2876034.2876052,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970007066&doi=10.1145%2f2876034.2876052&partnerID=40&md5=be9ed4a0151a5e4a435316252b2605dc,Conference paper,Final,,Scopus,2-s2.0-84970007066,Ben U.,Gelman,57213016974,Chris,Beckley,56597999600,Aditya,Johri,25655003800,Carlotta,Domeniconi,6603376938,Seungwon,Yang,15048968900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,56119060800; 56700245500; 26649747300; 56119064400,Predicting students' performance: Incremental interaction classifiers,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,217,220,3.0,8,10.1145/2876034.2893418,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970004032&doi=10.1145%2f2876034.2893418&partnerID=40&md5=8eb565957d1c078e6c294f65d5509a2c,Conference paper,Final,,Scopus,2-s2.0-84970004032,Miguel,Sanchez-Santillan,56119060800,M.,Puerto Paule-Ruiz,56700245500,Rebeca,Cerezo,26649747300,J.,Carlos Nuñez,56119064400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
