eid,orcid,surname,initials,givenname,affiliation,documents,affiliation_id,city,country,areas,au_id
9-s2.0-57203238151,,Gillet,D.,Denis,Ecole Polytechnique Fédérale de Lausanne,316,60028186,Lausanne,Switzerland,COMP (291); ENGI (165); SOCI (88),57203238151
9-s2.0-7003469397,,Starner,T.E.,Thad E.,Georgia Institute of Technology,258,60019647,Atlanta,United States,COMP (550); ENGI (75); MATH (17),7003469397
9-s2.0-24831962300,0000-0002-4815-9227,Dascalu,M.,Mihai,University Politehnica of Bucharest,239,60003161,Bucharest,United States,COMP (332); MATH (118); SOCI (65),24831962300
9-s2.0-7003985614,,Konstan,J.A.,Joseph A.,University of Minnesota Twin Cities,180,60029445,Minneapolis,United States,COMP (292); ENGI (31); SOCI (22),7003985614
9-s2.0-56912991300,0000-0003-3409-4589,de Castro,L.N.,L. N.,Universidade Estadual de Campinas,172,60029570,Campinas,Brazil,COMP (245); MATH (87); ENGI (50),56912991300
9-s2.0-57205750897,,Yu,Z.,Zhou,Columbia University,109,60030162,New York,United States,COMP (219); SOCI (32); ARTS (22),57205750897
9-s2.0-6602498748,,Arriaga,R.I.,Rosa Isela,Georgia Institute of Technology,94,60019647,Atlanta,United States,COMP (167); MEDI (24); SOCI (13),6602498748
9-s2.0-7004272320,,Salzmann,C.,Christophe,Ecole Polytechnique Fédérale de Lausanne,71,60028186,Lausanne,Switzerland,ENGI (64); COMP (58); SOCI (26),7004272320
9-s2.0-55286416400,0000-0003-4616-4353,Chen,B.,Bodong,University of Minnesota Twin Cities,63,60029445,Minneapolis,United States,COMP (97); SOCI (43); PSYC (2),55286416400
9-s2.0-57188672704,,Rușeți,Ș.,Ștefan,University Politehnica of Bucharest,59,60003161,Bucharest,United States,COMP (83); MATH (32); SOCI (14),57188672704
9-s2.0-55918790500,,Hernández-Rizzardini,R.,Rocael,Universidad Galileo,57,60257187,Guatemala City,Guatemala,COMP (80); MATH (21); SOCI (19),55918790500
9-s2.0-57190941282,0000-0003-0993-0477,Rachmatullah,A.,A.,SRI International,49,60000461,Menlo Park,United States,SOCI (44); COMP (12); BUSI (4),57190941282
9-s2.0-52663094800,0000-0002-3028-234X,Amado-Salvatierra,H.R.,Héctor R.,Universidad Galileo,49,60257187,Guatemala City,Guatemala,COMP (67); SOCI (18); MATH (12),52663094800
9-s2.0-7201867694,,Miyagawa,S.,Shigeru,Universidade de São Paulo,33,60008088,Sao Paulo,Brazil,SOCI (29); ARTS (22); PSYC (7),7201867694
9-s2.0-7101893707,,De Carvalho,M.A.G.,Marco Antônio Garcia,Universidade Estadual de Campinas,33,60029570,Campinas,Brazil,COMP (60); ENGI (8); MATH (6),7101893707
9-s2.0-35184076100,,Sharrock,R.,Rémi,Télécom Paris,21,60029116,Palaiseau,France,COMP (37); ENGI (5); MATH (3),35184076100
9-s2.0-51161373600,,Gantayat,N.,Neelamadhav,IBM Research,19,60011048,Yorktown Heights,United States,COMP (33); SOCI (5); BUSI (3),51161373600
9-s2.0-57200423109,,Corlatescu,D.G.,Dragos Georgian,CrowdStrike,18,129963228,Bucharest,Romania,COMP (26); MATH (10); ENGI (6),57200423109
9-s2.0-35812109300,,Alozie,N.M.,Nonye M.,SRI International,18,60000461,Menlo Park,United States,COMP (19); SOCI (13); AGRI (6),35812109300
9-s2.0-57216694167,,Yu,D.,Dian,"University of California, Davis",15,60014439,Davis,United States,COMP (36); SOCI (4); ARTS (3),57216694167
9-s2.0-58510566300,,Gupta,M.,Monika,IBM Research,14,60011048,Yorktown Heights,United States,COMP (23); MATH (5); BUSI (4),58510566300
9-s2.0-57216690541,,Davidson,S.,Sam,"University of California, Davis",14,60014439,Davis,United States,SOCI (16); COMP (16); ARTS (6),57216690541
9-s2.0-57219751720,,Li,Y.,Yu,Columbia University,12,60030162,New York,United States,COMP (25); SOCI (5); ARTS (4),57219751720
9-s2.0-57188553681,,Irish,I.,India,Georgia Institute of Technology,12,60019647,Atlanta,United States,COMP (24); SOCI (7); PSYC (1),57188553681
9-s2.0-57215551299,,Bell,A.,Ana,MIT Computer Science &amp; Artificial Intelligence Laboratory,10,60006320,Cambridge,United States,COMP (25); SOCI (5),57215551299
9-s2.0-57188660776,,Toma,I.,Irina,University Politehnica of Bucharest,10,60003161,Bucuresti,Romania,COMP (12); DECI (4); MATH (2),57188660776
9-s2.0-56514160400,,Halimi,W.,Wissam,Ecole Polytechnique Fédérale de Lausanne,10,60028186,Lausanne,Switzerland,COMP (15); ENGI (7); SOCI (4),56514160400
9-s2.0-57221441140,,Su,M.,Mengchen,University of Minnesota Twin Cities,7,60029445,Minneapolis,United States,SOCI (7); COMP (2),57221441140
9-s2.0-55835439900,,Hiron,M.,Mathias,France-IOI,7,118431693,Paris,France,COMP (19); SOCI (2); MATH (1),55835439900
9-s2.0-57747328100,,Varma,S.,Sashank,Georgia Institute of Technology,6,60019647,Atlanta,United States,COMP (15); NEUR (4); SOCI (1),57747328100
9-s2.0-57672326500,,Roy,A.,Anindya,Massachusetts Institute of Technology,6,60022195,Cambridge,United States,COMP (10); SOCI (4); ENGI (1),57672326500
9-s2.0-57193406317,,Hamonic,E.,Ella,Independent Researcher,6,126562056,Paris,France,COMP (14); SOCI (4),57193406317
9-s2.0-57484393400,,Yang,H.,Hui,SRI International,5,60000461,Menlo Park,United States,COMP (6); SOCI (4),57484393400
9-s2.0-57478488200,,Chatterjee,S.,Saurabh,Georgia Institute of Technology,5,60019647,Atlanta,United States,COMP (9); SOCI (1),57478488200
9-s2.0-23479017000,,Yee,M.,Michael,Lincoln Laboratory,5,60024592,Lexington,United States,COMP (8); BUSI (2); ENGI (2),23479017000
9-s2.0-57218225588,,Perdue,M.,Meghan,Massachusetts Institute of Technology,4,60022195,Cambridge,United States,COMP (5); SOCI (2); ENGI (1),57218225588
9-s2.0-57210736022,,Finkelberg,R.,Roy,Georgia Institute of Technology,4,60019647,Atlanta,United States,COMP (8); SOCI (2),57210736022
9-s2.0-57195435743,,Tailor,C.,Chirag,Georgia Institute of Technology,4,60019647,Atlanta,United States,COMP (10); SOCI (1),57195435743
9-s2.0-57748618700,,Carter,R.,Ronisha,United States Department of the Air Force,3,60255202,Arlington,United States,COMP (8); MATH (2),57748618700
9-s2.0-57219173330,,Chen,C.Y.,Chun Yen,Columbia University,3,60030162,New York,United States,COMP (8); MATH (1),57219173330
9-s2.0-57211190131,,Tulha,C.N.,Carinna Nunes,Universidade Estadual de Campinas,3,60029570,Campinas,Brazil,COMP (3); SOCI (2); ENGI (1),57211190131
9-s2.0-56801695800,,Jarratt,D.C.,Daniel C.,Infinite Campus,3,128233413,Blaine,United States,COMP (5),56801695800
9-s2.0-57746675800,,Stein,J.,Julius,Lincoln Laboratory,2,60024592,Lexington,United States,COMP (4),57746675800
9-s2.0-57385551000,,Pham,D.,Derek,Columbia University,2,60030162,New York,United States,COMP (6),57385551000
9-s2.0-57384627900,,Yuan,X.,Xun,Zhejiang University,2,60003970,Hangzhou,China,COMP (6),57384627900
9-s2.0-57217057617,,Olson,L.A.,Lukas A.,Infinite Campus,2,128233413,Blaine,United States,COMP (4),57217057617
9-s2.0-57748939000,,Keller,R.J.L.,Rebecca J.L.,Infinite Campus,1,128233413,Blaine,United States,COMP (2),57748939000
9-s2.0-57747325300,,Tan,Y.,Yinghua,Columbia University,1,60030162,New York,United States,COMP (2),57747325300
9-s2.0-57552608700,,Hou,R.,Ryan,Columbia University,1,60030162,New York,United States,COMP (2),57552608700
9-s2.0-57194032645,,Carlier,S.,Sebastien,Epixode,1,118431889,Paris,France,COMP (3); SOCI (1),57194032645
9-s2.0-56187776800,,Meinel,C.,Christoph,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,779,60106550,Potsdam,Germany,COMP (1203); ENGI (224); MATH (162),56187776800
9-s2.0-7101947159,,Qu,H.,Huamin,Hong Kong University of Science and Technology,271,60008592,Hong Kong,Hong Kong,COMP (777); MEDI (46); ENGI (42),7101947159
9-s2.0-14041775100,0000-0002-3280-288X,Heffernan,N.T.,Neil T.,Worcester Polytechnic Institute,228,60011410,Worcester,United States,COMP (359); MATH (79); SOCI (59),14041775100
9-s2.0-6507626386,,Shizuki,B.,Buntarou,University of Tsukuba,141,60014256,Tsukuba,Japan,COMP (296); MATH (54); ENGI (7),6507626386
9-s2.0-15072338600,0000-0002-6624-9752,Tan,C.W.,Chee Wei,Nanyang Technological University,141,60005510,Singapore City,Singapore,COMP (186); ENGI (84); MATH (44),15072338600
9-s2.0-14047887300,,Brooks,C.A.,Christopher A.,"University of Michigan, Ann Arbor",96,60025778,Ann Arbor,United States,COMP (203); SOCI (31); MATH (14),14047887300
9-s2.0-16238467300,,Guo,P.J.,Philip J.,Department of Computer Science and Engineering,88,60121653,San Diego,United States,COMP (178); SOCI (9); MATH (3),16238467300
9-s2.0-6603866056,,Rugaber,S.,Spencer,Georgia Institute of Technology,79,60019647,Atlanta,United States,COMP (97); ENGI (23); MATH (8),6603866056
9-s2.0-56144824600,,Reich,J.,Justin,Massachusetts Institute of Technology,70,60022195,Cambridge,United States,COMP (99); SOCI (52); PSYC (7),56144824600
9-s2.0-8853417600,0000-0001-7533-533X,Sindhgatta,R.R.,Renuka R.,IBM Research,62,60011048,Yorktown Heights,United States,COMP (86); MATH (31); BUSI (8),8853417600
9-s2.0-57193775768,0000-0002-0092-0793,Wang,Y.,Yong,Singapore Management University,57,60018933,Singapore City,Singapore,COMP (154); MEDI (13); BIOC (6),57193775768
9-s2.0-56237871000,0000-0002-8595-7922,Staubitz,T.,Thomas,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,47,60106550,Potsdam,Germany,COMP (76); SOCI (34); ENGI (14),56237871000
9-s2.0-56597707600,,Botelho,A.F.,Anthony F.,University of Florida,34,60013959,Gainesville,United States,COMP (70); SOCI (12); MATH (7),56597707600
9-s2.0-55314576400,,Jordan,K.,Katy,The Faculty of Education,33,60119764,Cambridge,United Kingdom,SOCI (39); COMP (29); ENGI (5),55314576400
9-s2.0-7409482654,,Chen,Z.,Zhongzhou,University of Central Florida,30,60022144,Orlando,United States,COMP (27); SOCI (17); PHYS (13),7409482654
9-s2.0-57205744232,,Thompson,M.M.,Meredith M.,Massachusetts Institute of Technology,27,60022195,Cambridge,United States,COMP (32); SOCI (20); ENGI (5),57205744232
9-s2.0-57056479100,,Littenberg-Tobias,J.,Joshua,Massachusetts Institute of Technology,24,60022195,Cambridge,United States,COMP (22); SOCI (20); PSYC (5),57056479100
9-s2.0-57202803261,,Xia,M.,Meng,Carnegie Mellon University,22,60027950,Pittsburgh,United States,COMP (62); ENGI (4); MEDI (3),57202803261
9-s2.0-57193776363,,Gardner,J.,Josh,University of Washington,19,124242612,Woodinville,United States,COMP (46); SOCI (7); DECI (2),57193776363
9-s2.0-57053548200,,Hillaire,G.,Garron,Advanced Education Research &amp; Development Fund,18,127964321,Oakland,United States,SOCI (15); COMP (13); MATH (2),57053548200
9-s2.0-57205670372,0000-0001-9547-3449,Li,H.,Haotian,Hong Kong University of Science and Technology,16,60008592,Hong Kong,Hong Kong,COMP (48); MEDI (3); ENGI (3),57205670372
9-s2.0-55963526300,,Ellis,S.E.,Shannon E.,"University of California, San Diego",13,60030612,San Diego,United States,BIOC (13); MEDI (9); NEUR (6),55963526300
9-s2.0-57189378994,0000-0002-9879-2709,Patikorn,T.,Thanaporn,Worcester Polytechnic Institute,12,60011410,Worcester,United States,COMP (23); SOCI (5); MATH (1),57189378994
9-s2.0-23393290300,,Langlois,M.,Marina,"University of California, San Diego",8,60030612,San Diego,United States,COMP (10); MATH (5); BIOC (3),23393290300
9-s2.0-57209399328,,Wei,H.,Huan,Hong Kong University of Science and Technology,7,60008592,Hong Kong,Hong Kong,COMP (18); MATH (1); DECI (1),57209399328
9-s2.0-57205457095,0000-0003-1624-9735,Hang,C.N.,Ching Nam,City University of Hong Kong,7,60013983,Hong Kong,Hong Kong,COMP (12); ENGI (2); MATH (2),57205457095
9-s2.0-57222491843,,Marvez,G.R.,G. R.,Massachusetts Institute of Technology,6,60022195,Cambridge,United States,COMP (11); MATH (1); SOCI (1),57222491843
9-s2.0-57215899166,,Steinbeck,H.T.,Hendrik T.,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,6,60106550,Potsdam,Germany,COMP (9); SOCI (1); ENGI (1),57215899166
9-s2.0-57209780432,,Lau,S.,Samuel,"University of California, San Diego",6,60030612,San Diego,United States,COMP (13); SOCI (1); MATH (1),57209780432
9-s2.0-57194044631,,Yin,B.,Biao,Worcester Polytechnic Institute,6,60011410,Worcester,United States,COMP (14); DECI (2); ENGI (2),57194044631
9-s2.0-57748933300,,Hornback,A.,Andrew,Georgia Institute of Technology,5,60019647,Atlanta,United States,COMP (8); MEDI (3); ENGI (2),57748933300
9-s2.0-57208408234,,Myers,C.,Christina,edtechhub.org,5,130007925,,,COMP (8); SOCI (4),57208408234
9-s2.0-56865540500,,Eldridge,J.,Justin,"University of California, San Diego",5,60030612,San Diego,United States,COMP (9); MEDI (3); ENGI (2),56865540500
9-s2.0-57351645600,,Zobel,T.E.I.,Theresa Elfriede Isa,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,4,60106550,Potsdam,Germany,COMP (7); ENGI (2); SOCI (1),57351645600
9-s2.0-57222587275,,Rampure,S.,Suraj,"University of California, San Diego",4,60030612,San Diego,United States,COMP (5); SOCI (3),57222587275
9-s2.0-57747327800,,Elhayany,M.,Mohamed,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,3,60106550,Potsdam,Germany,COMP (6),57747327800
9-s2.0-57258649800,,Nozaki,H.,Hinako,University of Tsukuba,3,60014256,Tsukuba,Japan,COMP (8); ARTS (1); ENGI (1),57258649800
9-s2.0-57240353500,,Felker,Z.,Zachary,University of Central Florida,3,60022144,Orlando,United States,COMP (2); SOCI (2); PHYS (2),57240353500
9-s2.0-57224646179,,Li,J.,Jingting,City University of Hong Kong,3,60013983,Kowloon,Hong Kong,COMP (8); MEDI (1); ENGI (1),57224646179
9-s2.0-57748962200,,Qi,X.,Xintong,Columbia University,2,60030162,New York,United States,COMP (3),57748962200
9-s2.0-57748933200,,Bunin,S.,Scott,Georgia Institute of Technology,2,60019647,Atlanta,United States,COMP (4),57748933200
9-s2.0-57748642800,,Nishida,N.,Naoto,The University of Tokyo,2,60025272,Tokyo,Japan,COMP (4); SOCI (1),57748642800
9-s2.0-57748618800,,O'Brien,S.,Sara,Massachusetts Institute of Technology,2,60022195,Cambridge,United States,COMP (4),57748618800
9-s2.0-57746695800,,Waldron,R.,Rick,Massachusetts Institute of Technology,2,60022195,Cambridge,United States,COMP (2); PSYC (1); BIOC (1),57746695800
9-s2.0-56940768300,,Tiefenbruck,J.L.B.,Janine Lo Bue,"University of California, San Diego",2,60030612,San Diego,United States,COMP (2); MATH (1),56940768300
9-s2.0-57748642500,,Tsung,S.,Sean,Hong Kong University of Science and Technology,1,60008592,Hong Kong,Hong Kong,COMP (2),57748642500
9-s2.0-57747343800,,Fraenkel,A.,Aaron,"University of California, San Diego",1,60030612,San Diego,United States,COMP (2),57747343800
9-s2.0-57746999400,,Nair,R.R.,Ranjiraj Rajendran,Otto von Guericke University of Magdeburg,1,60018362,Magdeburg,Germany,COMP (2),57746999400
9-s2.0-57746670700,,Celestin,W.,Willventchy,Georgia Institute of Technology,1,60019647,Atlanta,United States,COMP (2),57746670700
9-s2.0-8549413500,,Gašević,D.,Dragan,Monash University,525,60019578,Melbourne,Australia,COMP (906); SOCI (184); MATH (105),8549413500
9-s2.0-8269962600,,Abbeel,P.,Pieter,"University of California, Berkeley",326,60025038,Berkeley,United States,COMP (635); ENGI (286); SOCI (70),8269962600
9-s2.0-7006420326,0000-0001-6739-4145,Sadiq,S.W.,Shazia Wasim,The University of Queensland,213,60031004,Brisbane,Australia,COMP (329); MATH (73); BUSI (59),7006420326
9-s2.0-7004362439,,Krasny,M.E.,Marianne E.,Cornell University,102,60007776,Ithaca,United States,SOCI (73); ENVI (71); AGRI (46),7004362439
9-s2.0-57192188480,,Hellas,A.,Arto,Aalto University,98,60103653,Espoo,Finland,COMP (171); SOCI (59); BUSI (25),57192188480
9-s2.0-19639011200,,Laakso,M.J.,Mikko Jussi,Turun yliopisto,84,60006876,Turku,Finland,COMP (134); SOCI (55); ENGI (22),19639011200
9-s2.0-57156123300,,Leinonen,J.,Juho,The University of Auckland,81,60005686,Auckland,New Zealand,COMP (142); SOCI (45); BUSI (21),57156123300
9-s2.0-55657281000,,Kizilcec,R.F.,René F.,Cornell Information Science,77,60028072,Ithaca,United States,COMP (132); SOCI (23); MULT (9),55657281000
9-s2.0-35183234600,,Joyner,D.A.,David A.,Georgia Institute of Technology,69,60019647,Atlanta,United States,COMP (128); SOCI (28); MATH (4),35183234600
9-s2.0-27368031300,,Khosravi,H.,Hassan,The University of Queensland,66,60031004,Brisbane,Australia,COMP (115); SOCI (22); MATH (14),27368031300
9-s2.0-14019704700,,Ihantola,P.,Petri,Helsingin Yliopisto,63,60002952,Helsinki,Finland,COMP (113); SOCI (31); BUSI (7),14019704700
9-s2.0-13005227000,,Gweon,G.,Gahgene,Seoul National University,63,60013682,Seoul,South Korea,COMP (107); SOCI (14); MATH (13),13005227000
9-s2.0-7006564183,0000-0003-0244-2630,Lemström,K.,Kjell,Helsingin Yliopisto,35,60002952,Helsinki,Finland,COMP (38); MATH (21); ARTS (15),7006564183
9-s2.0-6603032946,,Lappalainen,V.,Vesa,University of Jyväskylä,18,60032398,Jyvaskyla,Finland,COMP (27); SOCI (11); MATH (2),6603032946
9-s2.0-57200299897,,Pirttinen,N.,Nea,Helsingin Yliopisto,16,60002952,Helsinki,Finland,COMP (29); SOCI (8); BUSI (4),57200299897
9-s2.0-57195955075,0000-0003-1236-6600,Serth,S.,Sebastian,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,16,60106550,Potsdam,Germany,COMP (22); SOCI (6); ENGI (6),57195955075
9-s2.0-6507901112,0000-0002-6039-4801,Tynkkynen,K.,Katja,University of Jyväskylä,14,60032398,Jyvaskyla,Finland,AGRI (23); ENVI (5); BIOC (3),6507901112
9-s2.0-57190375436,,Bothe,M.,Max,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,14,60106550,Potsdam,Germany,COMP (23); SOCI (9); ENGI (6),57190375436
9-s2.0-50561748500,,Karayev,S.,Sergey,Turnitin,13,123362167,Oakland,United States,COMP (28); ENGI (2); SOCI (2),50561748500
9-s2.0-22979798200,,Hedberg,H.,Henrik,University of Oulu,13,60012954,Oulu,Finland,COMP (9); DECI (3); ENGI (3),22979798200
9-s2.0-57194851520,,Hagedorn,C.,Christiane,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,12,60106550,Potsdam,Germany,COMP (17); SOCI (12); ENGI (8),57194851520
9-s2.0-56733528800,,Singh,A.,Arjun,Gradescope Inc.,10,118431719,Berkeley,United States,COMP (21); ENGI (16); MATH (2),56733528800
9-s2.0-57215930238,,Abdi,S.,Solmaz,The University of Queensland,9,60031004,Brisbane,Australia,COMP (18); SOCI (2); MATH (2),57215930238
9-s2.0-57202432695,0000-0003-3159-0018,Eicher,B.L.,Bobbie Lynn,Georgia Institute of Technology,9,60019647,Atlanta,United States,COMP (13); SOCI (2); MATH (1),57202432695
9-s2.0-57219052527,,Darvishi,A.,Ali,The University of Queensland,8,60031004,Brisbane,Australia,COMP (8); ENER (4); MATH (3),57219052527
9-s2.0-15623054000,,Auvinen,A.,Annemari,University of Jyväskylä,8,60032398,Jyvaskyla,Finland,COMP (7); ENGI (5); MATH (1),15623054000
9-s2.0-57202043077,,Cho,J.,Ji-yong,Cornell University,7,60007776,Ithaca,United States,COMP (13); SOCI (2),57202043077
9-s2.0-56448682500,,Li,Y.,Yue,Cornell University,7,60007776,Ithaca,United States,COMP (5); SOCI (4); ENVI (1),56448682500
9-s2.0-57203386946,,Chen,Y.,Youjie,Cornell University,6,60007776,Ithaca,United States,COMP (15); SOCI (2); DECI (1),57203386946
9-s2.0-57201722565,,Rhim,J.,Jungwook,Seoul National University,5,60013682,Seoul,South Korea,COMP (13); PSYC (1); ARTS (1),57201722565
9-s2.0-57748316300,,Labat,T.,Thibaud,Institut Polytechnique de Paris,1,60116488,Palaiseau,France,COMP (2),57748316300
9-s2.0-57747325200,,Tomasik,I.W.,Ian Wilkie,Cornell University,1,60007776,Ithaca,United States,COMP (2),57747325200
9-s2.0-57747325000,,Zheng,T.,Tianyuan,Massachusetts Institute of Technology,1,60022195,Cambridge,United States,COMP (2),57747325000
9-s2.0-57746701500,,Collin,E.,Ewen,Institut Polytechnique de Paris,1,60116488,Palaiseau,France,COMP (2),57746701500
9-s2.0-57746676500,,Lee,J.J.L.,Jennifer Jia Ling,Cornell University,1,60007776,Ithaca,United States,COMP (2),57746676500
9-s2.0-57746676400,,Fu,A.,Annie,Cornell University,1,60007776,Ithaca,United States,COMP (2),57746676400
9-s2.0-57194034007,,Gutowski,K.,Kevin,Gradescope Inc.,1,118431719,Berkeley,United States,COMP (3); SOCI (1),57194034007
9-s2.0-7402349007,,Cross,J.S.,Jeffrey Scott,Tokyo Institute of Technology,133,60031126,Tokyo,Japan,PHYS (69); MATE (62); ENGI (59),7402349007
9-s2.0-9269552700,,Denny,P.C.,Paul C.,The University of Auckland,126,60005686,Auckland,New Zealand,COMP (194); SOCI (81); BUSI (22),9269552700
9-s2.0-8366424900,0000-0002-2156-4097,Indulska,M.,Marta,The University of Queensland Business School,116,60160279,Brisbane,Australia,COMP (146); BUSI (53); MATH (31),8366424900
9-s2.0-15758786800,0000-0002-2291-1468,Stamper,J.C.,John C.,Carnegie Mellon University,101,60027950,Pittsburgh,United States,COMP (151); MATH (32); SOCI (14),15758786800
9-s2.0-6602750503,,Hollan,J.D.,James D.,"University of California, San Diego",100,60030612,San Diego,United States,COMP (169); PSYC (26); ENGI (17),6602750503
9-s2.0-7403343284,,Fisher,D.H.,Douglas H.,Vanderbilt University,77,60003915,Nashville,United States,COMP (123); ENGI (23); MATH (23),7403343284
9-s2.0-34770699900,0000-0003-4267-9608,Johnson,B.G.,Benny G.,VitalSource Technologies,57,126554266,Pittsburgh,United States,CHEM (59); PHYS (57); COMP (18),34770699900
9-s2.0-57209041720,0000-0003-4150-5980,Soleimani,F.,Farahnaz,Georgia Institute of Technology,35,60019647,Atlanta,United States,ENGI (34); MATH (13); COMP (11),57209041720
9-s2.0-16643145000,,Narasimham,G.,Gayathri,Vanderbilt University School of Engineering,32,60010060,Nashville,United States,COMP (57); PSYC (11); SOCI (11),16643145000
9-s2.0-56427427600,,Xia,H.,Haijun,"University of California, San Diego",31,60030612,San Diego,United States,COMP (84); MEDI (2),56427427600
9-s2.0-6603479539,,Bonfert-Taylor,P.,Petra,Dartmouth College,30,60010756,Hanover,United States,MATH (24); COMP (11); ENGI (6),6603479539
9-s2.0-6701798072,,Wilkin,N.K.,Nicola K.,University of Birmingham,24,60019702,Birmingham,United Kingdom,PHYS (30); COMP (4); MATE (4),6701798072
9-s2.0-57189640527,,Chen,Z.,Zhutian,Harvard John A. Paulson School of Engineering and Applied Sciences,24,60077572,Cambridge,United States,COMP (90); MEDI (9),57189640527
9-s2.0-57145946000,,Moore,S.,Steven,Carnegie Mellon University,22,60027950,Pittsburgh,United States,COMP (35); MATH (6); SOCI (5),57145946000
9-s2.0-57190013027,0000-0002-5572-276X,Feng,S.,Shihui,The University of Hong Kong,18,60006541,Hong Kong,Hong Kong,COMP (13); SOCI (13); MEDI (8),57190013027
9-s2.0-42062446600,,Thille,C.,Candace,Stanford University,15,60012708,Palo Alto,United States,COMP (33); SOCI (5); MULT (1),42062446600
9-s2.0-57218310697,0000-0001-8404-6513,Van Campenhout,R.,Rachel,VitalSource Technologies,14,126554266,Pittsburgh,United States,COMP (20); MATH (6); SOCI (1),57218310697
9-s2.0-57219710532,,Lee,J.,Jeonghyun,Georgia Institute of Technology,12,60019647,Atlanta,United States,COMP (17); SOCI (8); ARTS (2),57219710532
9-s2.0-56763614900,,Houston,S.L.,Stacey L.,George Mason University,11,60018319,Fairfax,United States,SOCI (13); COMP (5); ENGI (3),56763614900
9-s2.0-57218312336,,Jerome,B.,Bill,VitalSource Technologies,10,126554266,Pittsburgh,United States,COMP (16); MATH (3),57218312336
9-s2.0-57194430378,,Dittel,J.S.,Jeffrey S.,VitalSource Technologies,9,126554266,Pittsburgh,United States,COMP (13); MATH (2); MEDI (2),57194430378
9-s2.0-56597582100,,Brady,K.A.,Katherine A.,Vanderbilt University,8,60003915,Nashville,United States,COMP (14); SOCI (7); ENGI (3),56597582100
9-s2.0-57220789724,0000-0001-9600-4265,Yang,B.,Bo,Göteborgs Universitet,7,60016437,Gothenburg,Sweden,COMP (13); SOCI (6); PSYC (2),57220789724
9-s2.0-57215928305,,Shabaninejad,S.,Shiva,The University of Queensland,6,60031004,Brisbane,Australia,COMP (10); MATH (2); SOCI (1),57215928305
9-s2.0-57193578627,,Fikes,T.G.,Thomas G.,Arizona State University,6,60003892,Tempe,United States,COMP (9); PSYC (2); SOCI (2),57193578627
9-s2.0-57219667773,,Boonyubol,S.,Sasipa,Tokyo Institute of Technology,5,60031126,Tokyo,Japan,ENER (7); CENG (2); COMP (2),57219667773
9-s2.0-57148138000,0000-0002-1240-7348,Goudzwaard,M.,Michael,Dartmouth College,5,60010756,Hanover,United States,COMP (10); SOCI (2); MATH (1),57148138000
9-s2.0-55577203900,,Urrea,C.,Claudia,Massachusetts Institute of Technology,5,60022195,Cambridge,United States,SOCI (4); COMP (3); PSYC (2),55577203900
9-s2.0-57747667300,,Kabir,S.,Shahriar,Tokyo Institute of Technology,4,60031126,Tokyo,Japan,CHEM (4); ENGI (3); COMP (2),57747667300
9-s2.0-57746993400,0000-0001-6822-8392,Chhabra,P.,Pallavi,Carnegie Mellon University,4,60027950,Pittsburgh,United States,COMP (6); SOCI (2); ENGI (1),57746993400
9-s2.0-57748962700,,Meaney,M.J.,Michael Joseph,Arizona State University,3,60003892,Tempe,United States,COMP (5); SOCI (1),57748962700
9-s2.0-57748614200,,Chine,D.R.,Danielle R.,Carnegie Mellon University,3,60027950,Pittsburgh,United States,COMP (5); MATH (1); ENGI (1),57748614200
9-s2.0-57374501100,,Yilmaz Soylu,M.,Meryem,Georgia Institute of Technology,3,60019647,Atlanta,United States,COMP (3); SOCI (1); PSYC (1),57374501100
9-s2.0-57219405608,,Tomlinson,A.A.,Austin A.,University of Birmingham,3,60019702,Birmingham,United Kingdom,COMP (2); PHYS (1); MULT (1),57219405608
9-s2.0-57211588358,,Kainth,M.,Manjinder,6Bit Education Ltd,3,128232753,Birmingham,United Kingdom,COMP (4); MATH (1); PHYS (1),57211588358
9-s2.0-57747638500,,Chen,X.,Xiuyu,The University of Hong Kong,2,60006541,Hong Kong,Hong Kong,COMP (3); SOCI (1),57747638500
9-s2.0-57747638300,,Stanyon,R.,Robert,University of Birmingham,2,60019702,Birmingham,United Kingdom,COMP (4),57747638300
9-s2.0-57221912395,,Karhan,A.J.,Andrew J.,Cornell University,2,60007776,Ithaca,United States,COMP (2); SOCI (1); BUSI (1),57221912395
9-s2.0-57748641100,,He,H.,Huyang,Chengdu Yulin High School,1,114547081,Chengdu,China,COMP (2),57748641100
9-s2.0-57748637800,,Ng,H.,Huixin,"University of California, San Diego",1,60030612,San Diego,United States,COMP (2),57748637800
9-s2.0-57746701700,,Mimno,J.A.,Jennifer A.,Cornell University,1,60007776,Ithaca,United States,COMP (2),57746701700
9-s2.0-14029922900,,Hui,P.,Pan,Hong Kong University of Science and Technology,494,60008592,Hong Kong,Hong Kong,COMP (972); ENGI (198); MATH (53),14029922900
9-s2.0-7202710483,,McNamara,D.S.,Danielle S.,Arizona State University,414,60003892,Tempe,United States,COMP (355); SOCI (230); PSYC (185),7202710483
